,QueryName,ReleaseDate,RequiredAge,DLCCount,Metacritic,RecommendationCount,SteamSpyOwners,SteamSpyPlayersEstimate,AchievementCount,ControllerSupport,IsFree,SubscriptionAvail,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal,Reviews
4503,Season Match 3 - Curse of the Witch Crow,Oct 30 2014,0,0,0,0,7174,5560,31,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,4.99,4.99,You can for sure expect a lot of matching with a few other puzzles in between5/5 - Gamemile
4504,The Treasures of Montezuma 3,Oct 16 2014,0,0,0,0,6457,4663,0,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,3.99,3.99, 
4505,Tokyo School Life,Feb 12 2015,13,1,0,515,20805,14169,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,14.99,14.99,Tokyo School Life es entonces un muy buen producto si buscamos jugar algo diferente.80/100 - Globex StyleTokyo School Life e uma boa adicao a sua biblioteca da Steam.7/10 - LORYGON10 - metacritic(User Reviews)
4506,Fabula Mortis,Oct 27 2014,0,0,0,0,17397,9506,0,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,11.99,11.99, 
4507,Toren,May 11 2015,0,1,57,637,50577,24930,12,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,Its an experience that has thoroughly resonated with me and one that refuses to leave my thoughts.9/10 - GodisaGeekIts a beautiful game and I highly recommend that everyone should give it a shot.8/10 - Gaming TrendAn incredibly unique outing from Swordtales thats well worth playing.The Escapist
4508,Wings! Remastered Edition,Oct 17 2014,0,0,61,251,28158,19908,12,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,USD,14.99,14.99, 
4509,IGT Slots Paradise Garden,Sep 17 2014,0,0,0,0,5201,1614,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,19.99,19.99, 
4510,One Day For Ched,Sep 12 2014,0,0,0,224,32821,3766,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,3.99,0.79, 
4511,DiRT 3 Complete Edition,Apr 1 2015,0,0,86,4529,3542513,1678712,60,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,USD,29.99,29.99, 
4512,Gender Bender DNA Twister Extreme,Nov 23 2015,17,0,0,140,4842,4484,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,USD,24.99,24.99, 
4513,Pirate Hell,Nov 7 2014,0,0,0,0,2511,535,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,5.99,5.99, 
4514,Fist of Jesus,Oct 17 2014,0,0,63,527,59544,36408,30,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,2.49, 
4515,Melissa K. and the Heart of Gold Collector's Edition,Sep 19 2014,0,0,0,350,190111,93979,32,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,9.99,9.99,The Heart of Gold is one of the most stunningly beautiful games Ive played.Grab It MagazineIt is one of the classier Casual Adventure/Hidden Object games Ive played in recent times.148Apps.com...this game could set a standard for future hidden object gamesAppAdvice.com
4516,Cho Dengeki Stryker,Sep 19 2014,0,0,0,0,5380,3766,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,34.99,34.99,If youve fallen out of love with visual novels [...] Cho Dengeki Stryker is the kind of title that could rekindle your passion.Rice DigitalCho Dengeki Stryker is a visual novel that is packed to the brim with great visuals awesome audio and an engaging storyline. It is also much longer than most visual novels and the additional routes boosts the replay value dramatically. If you are a fan of the genre you owe it to yourself to check this game out.9/10 - Game Ramble
4517,Wickland,Feb 6 2015,0,0,0,694,106175,60800,5,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,0.99,0.99, 
4518,UNLOVED,Aug 21 2015,0,0,0,201,12554,10223,50,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,USD,14.99,14.99,Thumbs up!Jim Sterlinga really well designed game with a bright future.Caffeine Crew
4519,Dandelion - Wishes brought to you -,Sep 29 2014,0,1,0,361,14169,12554,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,USD,29.99,29.99, 
4521,ENYO ARCADE,Nov 9 2015,0,0,0,0,1793,1351,14,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
4522,Fairspace,Oct 21 2015,0,0,0,0,1614,1255,38,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,USD,8.99,8.99, 
4523,Primal Carnage: Extinction,Apr 3 2015,0,1,0,2514,100436,87702,43,True,False,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99, 
4524,Sign Motion,Oct 24 2014,0,0,0,0,2152,1076,15,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,A game of art a game of immersion a game of challenges and above all lots of fun!Indie Retro NewsOne of the most fascinating games Ive seen this yearIndie Game News
4525,Zone 22,Jul 31 2015,0,0,0,0,1793,0,0,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,USD,14.99,14.99, 
4526,Supraball,May 2 2016,0,0,0,622,170203,56495,36,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,USD,9.99,9.99,I like that they pitch the game [...] at people frustrated by the ambiguous controls of games like FIFA. Its like... its like theyre talking directly to me.Rock Paper ShotgunIts easy to imagine that Supraball represents one possible future of eSports competition.PC Gamer
4527,Command: Modern Air / Naval Operations WOTY,Sep 26 2014,0,2,0,187,13272,12196,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,79.99,79.99,If you have even mild interest in the underlying subject matter (Modern Air/Naval Warfare) I can just about guarantee that youll be captivated by9.5/10 - SimHQA seriously fun intense involving simulation of modern naval combat with nearly infinite replay value.9.5/10 - Armchair GeneralIf it is not named Game of the Year in its genre then that accolade is meaningless.The Wargamer
4528,Aquadelic GT,Mar 25 2015,0,0,0,0,2694,1616,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,USD,4.99,4.99, 
4530,MotoGP™14 Compact,Nov 21 2014,0,0,0,0,3946,2152,15,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,USD,9.99,9.99, 
4532,The Sun and Moon,Nov 14 2014,0,0,0,104,31386,9147,13,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,6.99,6.99,The sort of one-mechanic puzzle platforming I loveRock Paper ShotgunThe Sun and Moon is a clever lovely cleverly lovely puzzle-platformer unlike any other puzzle-platformer youve playedPC GamerThe lovely lo-fi platformer... It plays with an addicting pace the momentum mechanic providing a liberating sense of movementKill Screen
4533,The Flying Dutchman,Sep 12 2014,0,0,0,0,8788,897,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
4534,Demonlisher,Sep 16 2014,0,0,0,0,5201,811,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,0.99, 
4535,Mining Industry,Nov 28 2014,0,0,0,0,12554,8429,49,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,USD,9.99,9.99, 
4536,Battle Of Europe,Sep 18 2014,0,0,54,0,1255,808,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
4537,Icewind Dale: Enhanced Edition,Oct 30 2014,0,1,80,368,119088,82860,0,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,USD,19.99,19.99,This is the definitive Icewind Dale experience.9.0 - GameplanetFor someone looking for a game like the Baldurs Gate titles but with more emphasis on spending time fighting monsters and delving through dungeons this may be just the thing4.5/5 - DarkstationThe nice thing about the game is that it gives you a lot of options for creating your party and it has a lot of replay value as a result.GameBanshee
4538,Cavern Kings,Sep 30 2014,0,0,0,180,8250,7712,0,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,USD,9.99,9.99, 
4540,Disney Infinity 2.0,Nov 21 2014,0,0,0,166,7174,6457,0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,49.99,49.99, 
4541,Silence of the Sleep,Oct 1 2014,0,0,66,275,78914,29055,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,16.99,16.99,Terrifying atmosphere challenging puzzles stunning art and music...this is Silence of the Sleep and youre gonna love itSimone Granata - Games969.comSilence of the Sleep proves itself the first truly noteworthy horror title of the yearJesse Rogalski - Duuro.netSilence of the Sleep is one of those games that makes you want to keep exploring. To keep prodding further and further into the mystery all night and hours into the morning.Tarrah Rivard - Rely on Horror
4542,Aveyond 3-3: The Lost Orb,Jan 16 2015,0,0,0,0,4304,808,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,USD,9.99,9.99, 
4543,Aveyond 3-4: The Darkthrop Prophecy,Feb 13 2015,0,0,0,0,4304,539,0,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,USD,9.99,9.99, 
4544,Schein,Oct 9 2014,0,0,0,133,83039,39278,21,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,8.99,2.24,Its a gorgeous puzzle-platformer with mind-bending light manipulation mechanics involving alternate realitiesRock Paper ShotgunA nice indie game with lots of promise. Definitely a team of developers to watch out for in the future. Come for the visuals stay for the maddeningly infuriating multiple deaths!80% - The Nerdington PostTake a little bit of Giana Sisters Twisted Dreams add a pinch of Braid mix the whole thing with a portion of Limbo - and youve got Schein72% - 4Players
4545,Moorhuhn - Tiger and Chicken,Sep 24 2014,0,0,0,0,8250,1435,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99, 
4546,Yury,Dec 9 2014,0,0,0,315,58109,32283,14,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,1.99,1.99, 
4547,Might & Magic Heroes VII ,Sep 29 2015,0,0,0,2121,95235,89495,33,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,USD,49.99,49.99, 
4548,Hardland,Oct 23 2014,0,0,0,242,13810,12734,0,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,USD,14.99,14.99, 
4549,Unlimited Escape,Feb 5 2015,0,0,0,0,717,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
4550,Cooking Academy Fire and Knives,Oct 23 2014,0,0,0,0,10044,3408,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,USD,14.99,14.99, 
4551,Disorder,Jan 12 2015,0,1,61,0,11837,6457,16,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,A smart convergence of ideas in which every aspect is used to further the challenging themes you encounter throughout your journey.IGNFor those who are up to the task it is a brilliant and cold struggle that will challenge you both as a human and as a gamer ... one of the best arguments Ive seen for games as an art form.5 out of 5 - TwinfiniteSwagabyte opted to go for quality over quantity... The mechanics are solid the story is thought-provoking and its ultimately a very fun and interesting puzzle-platformer.Cosmic Engine
4552,20XX,Nov 25 2014,0,0,0,805,38740,34794,0,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,USD,14.99,14.99,It looks fantastic.Rock Paper Shotgun20XX is now one of my most anticipated games and I cannot wait to get my hands on the final version.Paste Magazine20XX Is The Mega Man X Sequel Capcom Should Have MadeTech Times
4553,Disney's Princess Enchanted Journey,Oct 10 2014,0,0,0,0,5739,2332,0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99, 
4554,Geometry Dash,Dec 22 2014,0,0,0,27117,507021,489804,120,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,3.99,3.99,Frustratingly wonderfulKotakuGeometry Dash is a fast-paced platformer that will leave you screaming in frustration but youll keep coming back for more.AppAdviceGeometry Dash isnt your typical rhythm-based game it actually requires skill on top of good timing.DroidGamers
4555,SteamWorld Heist,Jun 7 2016,0,2,83,335,26185,22598,47,True,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,USD,19.99,19.99,What more can I say? I loved SteamWorld Heist and I think everyone should play it.10/10 - USGamerAs much a work of art as a video-game. [...] a swagger and attention to detail usually associated with big budget games.10/10 - The MirrorSteamWorld Heist stole my heart. [...] the Firefly-style adventure made every battle a blast.8.8/10 - IGN
4556,"Guns, Gore & Cannoli",Apr 30 2015,0,0,74,727,32821,27440,21,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
4557,Gurumin: A Monstrous Adventure,Mar 30 2015,0,0,0,346,71381,33000,53,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,USD,9.99,9.99,With an all-star voice cast and an overall wonderful gameplay experience I heartily recommend Gurumin: A Monstrous Adventure[.]96% - Worth PlayingIts rare for a game to provide such a simple wonderful experience like Gurumin: A Monstrous Adventure.9/10 - Game Podunk...hallmarks of Nihon Falcom games include responsive controls and tight old-school gameplay however they do also excel in creating rich inviting worlds... Gurumin bears the standard hallmarks with pride.4.75/5 - Got Game
4559,Don't Starve Together,Apr 21 2016,0,0,83,36471,5347487,4026039,0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,USD,14.99,14.99, 
4561,Bubonic: OutBreak,Feb 12 2016,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,USD,4.99,4.99, 
4562,Red Goddess: Inner World,Aug 31 2015,0,0,53,0,1076,540,12,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,Un voyage au coeur de lesprit sur PC.  Jeuxvideo.com7 - http://www.jeuxvideo.com/test/439064/red-goddess-inner-world-un-voyage-au-ceur-de-l-esprit-sur-pc.htmI have to give this game a 4 out of 5 for its enjoyable story and game play. Hackinformer.com8 - http://hackinformer.com/2015/08/17/red-goddess-inner-world-steam-release-review/Id highly recommend the title to nearly anyone. Gorgeous lands to explore artful storytelling and well-designed controls come together to forge a great experience. Twinfinite.com8 - http://www.twinfinite.net/2015/08/23/red-goddess-inner-world-review/
4563,SUPERHOT,Feb 25 2016,0,0,82,6264,288573,277454,25,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,24.99,24.99, 
4564,Dynasty Warriors 8 - Empires,Feb 26 2015,0,21,0,520,32821,30848,48,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,49.99,49.99, 
4565,Galactic Inheritors,Jun 9 2015,0,0,0,0,10223,6098,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99,Galactic Inheritors makes the media an important part of warfareRock Paper ShotgunIf you like 4X you have to try!Games AngelsI therefore invite you to check out this intriguing 4X gameSpace Game Junkie
4566,Standpoint,Mar 5 2015,0,0,0,0,3946,1255,11,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,a tremendously good puzzle game.Rock Paper Shotguna clever puzzle gameIndie Game Magazinea great example of one way gameplay mechanics can be used to convey emotionIndieGames
4567,Dungeon Lurk II - Leona,Oct 27 2014,13,0,0,0,10582,897,0,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
4568,PURE,Oct 6 2014,0,0,80,112,14348,8250,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,19.99,19.99, 
4569,Mind Zero,Mar 8 2016,0,0,0,0,1435,1076,36,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,19.99,19.99, 
4570,BLACKHOLE,Feb 27 2015,0,4,82,355,21522,12913,45,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,8.99,8.99,Superb: A hallmark of excellence. There may be flaws but they are negligible and wont cause massive damage to what is a supreme title.9/10 - DestructoidBLACKHOLE advertises itself as a hardcore platformer and its definitely justified. The game will frustrate you at times but also bring you loads of enjoyment with all of the humor and clever levels.9/10 - 3rd StrikeBlackhole is easily one of the best platforming puzzlers in recent memory. Its gorgeous hand-drawn visuals polished design and unforgiving yet incredibly rewarding difficulty make it a game that stands above the rest and delivers a rare AAA-quality experience that most big companies cant even live up to.9/10 - Gamer Headlines
4572,Vanishing Realms,Apr 5 2016,0,0,0,1073,66180,58468,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,USD,19.99,19.99,This was a battle with weight with tactics and honestly with a bit of fear ... it was a visceral experience. D&D Meets Zelda in Vanishing Realms A Killer RPG for the HTC Vive.Forbes...without a doubt one of the most exciting videogame titles at GDC.VRFocusIt was exhilarating ... when I won it made me feel like an actual hero.Polygon
4574,Pro Cycling Manager 2015,Jun 18 2015,0,0,0,273,60620,42506,47,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,USD,19.99,19.99, 
4575,"War, the Game",Jan 12 2015,0,0,65,307,30489,23136,28,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,6.99,6.99,Engaging and thrilling.8/10 - RTSguruOne of the most interesting titles I have played this year.8/10 - SoftpediaA must-have for strategy fans.8/10 - IncGamers
4576,"Warhammer 40,000: Regicide",Sep 8 2015,0,1,72,1290,106892,96849,35,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,USD,14.99,14.99,This game has no right to be as good as it isTotalBiscuitAs brutal as youd expect.PC GamerWonderfully vivid animations... Its a mix that worksEurogamer
4577,theHunter: Primal,Mar 31 2015,0,0,49,3112,155137,119267,70,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,USD,9.99,9.99, 
4578,aerofly RC 7,Nov 6 2014,0,0,0,0,3766,3766,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,USD,39.99,39.99, 
4579,Pure Hold'em,Aug 20 2015,0,6,0,0,1793,1614,50,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,USD,19.99,19.99,Its fast-paced visually dynamic and offers a great atmosphere in a reserved casinoMouse n JoypadTheres no other poker game quite like it and anyone intrigued by it should really just stop thinking and grab it8/10 - The Gaming ReviewPure Holdem is one of the most gorgeous poker titles to ever be made4.5/5 - Game Industry
4580,Subject 13,May 28 2015,0,0,59,103,30310,13093,8,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,1.49, 
4581,Gods vs Humans,Oct 10 2014,0,0,0,0,26902,7533,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,USD,4.99,1.99, 
4582,Black Viper: Sophia's Fate,Oct 16 2014,0,0,0,0,12196,1793,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
4583,Roaming Fortress,Nov 20 2014,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,USD,10.99,10.99, 
4584,Destructamundo,Jan 28 2015,0,0,0,0,0,0,13,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99,Easy to pick up fun to play and funny: three big pluses for any game.Train Wreck Gaming
4585,Laserlife,Sep 22 2015,0,0,0,0,10761,4663,12,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,14.99,14.99, 
4586,Tharsis,Jan 11 2016,0,0,61,1419,277095,93262,12,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,USD,14.99,14.99,What sets Tharsis apart from other space survival stories is the meticulous attention to detail paid to its ever-worsening parade of disaster scenarios.Motherboard/Vice...extremely difficult and very fun dice-based strategy game...KotakuTharsis Is an Ingenious Space Game That Will Break You5/5 - Time
4587,Vagante,Dec 16 2014,0,0,0,759,43941,43044,0,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,USD,14.99,14.99, 
4588,The World II (Hunting BOSS),Nov 7 2014,0,0,0,0,3587,4280,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,USD,1.99,1.99, 
4589,Hexus,Sep 17 2014,0,0,0,0,7353,1077,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
4590,Robin's Island Adventure,Sep 17 2014,0,0,0,0,803,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
4591,Jane Angel: Templar Mystery,Sep 17 2014,0,0,0,0,8429,1886,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
4592,Sea Legends: Phantasmal Light Collector's Edition,Sep 17 2014,0,0,0,0,15245,2690,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
4593,Grow Home,Feb 4 2015,0,1,75,3217,407303,252166,26,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,7.99,7.99,Im now drowning in whimsy. It took only minutes for Grow Home to win me over.KotakuGrow Homes charming personality feel-good physics and satisfying controls make for a beautiful climbing adventure.8.8 - IGN....It oozes charm and personality.8.5 - Destructoid
4595,The Magic Circle,Jul 9 2015,0,1,79,719,101691,39816,14,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,USD,19.99,19.99,If you love games at all - or just like poking fun at how theyre made - you cannot miss this gem.The Magic Circle is the best broken game youve ever played - and a rich satire of the industry to boot. The hype is real. Play this game.4.5/5 - The EscapistNot since Portal 2 has a game so expertly taken you on that emotional journey from pure bamboozlement to sharp bright blissful clarity.GamespotIve been amazed. Ive been dumbfounded [...] Few games have done that to me - so I would immensely recommend that you get and play this game.Skyzm (Lets Player 114k subs)
4596,Crow,Oct 6 2014,0,0,0,0,21343,2690,0,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,5.99,5.99,Crow could be the greatest iPhone game Ive ever played.KotakuCrow is a game that beckons you to take a flight through the dark side in an adventure that lets you choose your own path.4/5 - PC MagazineCrows world is definitely one of the most compelling Ive visited4/5 - iFanzine
4597,Alphadia Genesis,Jan 12 2015,0,0,0,0,5919,3587,20,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,USD,9.99,9.99, 
4598,Raiden IV: OverKill,Sep 2 2015,0,0,0,175,29951,20984,47,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,14.99,14.99,Raiden IV: Overkill is far more evocative of shooters from the 1990s and played properly - using a single credit per turn - it is an absolute thriller. - The GuardianThis is the definitive version of Raiden IV. If youre a fan theres a lot to love here.4/5 - Hardcore Gamer
4599,DRAGON BALL XENOVERSE,Feb 26 2015,0,3,0,11147,630593,602794,50,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,49.99,49.99,Extraordinary experience for Dragon Ball fans.4/5 - NEO Magazine[...]nice graphics and high entertainment value.84/100 - Spieletipps
4600,Oblivious Garden ~Carmina Burana,Dec 12 2014,0,2,0,311,14527,9864,38,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,14.99,14.99, 
4601,Jotun,Sep 29 2015,0,1,79,788,101871,73354,36,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,14.99,14.99,Jotun is a wondrous trek through Norse mythology8.0 - IGNIts a wonderfully wild vibrant bedtime story told with fire and verve8.0 - GamespotIts a magical ride that Im sure Ill revisit from time to time in the future.9.0 - Destructoid
4602,911: First Responders,Sep 25 2014,0,0,0,475,33000,29593,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,4.99,4.99, 
4604,Ubinota,Mar 4 2015,0,0,0,152,66539,10223,46,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99,Revolutionary 3d puzzle mechanicsGaming BlendThe art design is bright and rich and the music so far is light and fluffy complementing the real joy that is the gameplay.http://indiegames.com/2012/11/demo_and_release_ubinota_rotat.htmlInventive puzzle game.GameSideStory
4605,Super Indie Karts,May 6 2015,0,0,0,0,3946,3228,0,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,USD,9.99,9.99,The roster is one of the most impressive in a kart racer because of just how many indie franchises it uses while its art style evokes the original Super Mario Kart with many modern flourishes. The pixel art style used is nearly identical to what you would expect from a latter-day SNES game.Hardcore GamerNot only is it a love letter to the 16-bit era of Mario Kart which I loved but features some of my favorite indies as racers to boot.Whats Your Tag?Super Indie Karts Is The Closest Well Get To A Modern Wacky Wheels. This is all happening to an absolute smorgasbord of colour throughout. Its a visual godsend.Kotaku Au
4606,Caffeine,Oct 12 2015,0,1,0,0,8788,1616,11,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99,Caffeine has a lot of issues to work out but Im confident that by the time the second episode is released a lot of them will be fixed. If you take the time to play around with some of the settings until you actually get the game working it is definitely worth playing. I loved the idea of this since I saw the first trailer and I definitely wouldnt say that Im disappointed.8/10 - Complete Game Reviews
4607,Poltergeist: A Pixelated Horror,Oct 20 2014,0,0,70,0,2870,1605,12,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,7.99,7.99,Poltergeist: A Pixelated Horror is as addicting as it is challenging simple but well crafted and at the end of the day an extremely fun satisfying casual game.The Indie Game Magazine (IGM)For some challenging puzzle based gameplay with a spooky twist look no further than Poltergeist: A Pixelated Horror.8.3/10 - GameRamblePoltergeist will likely join my ever-increasing list of Halloween game traditions (Costume Quest Amnesia). I would recommend you find space for it too. Or dont; thats fine too. It will likely find space for you.8/10 - Power Up Gaming
